Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cote d'Ivoire,CIV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.275534442,1.275534442,1.275534442,0.998988878,1.143929912,1.319699499,1.263565891,1.312658687,1.160490046,1.148796499,1.181007472,1.500340987,1.695633743,1.130342635,1.339648173,1.178430198,1.118886112,0.794768612,1.098093102,1.123772304,1.164286711,1.091036048,1.142167706,1.115046625,1.025590419,0.996969504,1.05352867,1.217098753,1.249140612,1.330374658,1.333435385,1.374856332,1.40745388,1.428552033,1.096734023,1.096734023,0.844918599,0.796851598,0.796851598,0.796851598,0.796851598,0.796851598,0.796851598,1.391605092,1.51507182,1.462534212,1.501948666,1.590764499,1.522855742,1.730239456,1.557966049,1.392028045,1.521417072,1.37538725,1.475969049,1.719446027,1.707463673,1.329599894,1.413435448,1.227480729,1.328239978
Cameroon,CMR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.872127872,1.842670401,1.762854734,1.760674157,1.691940723,1.727593933,1.762325015,1.715850108,1.66511724,1.655363748,1.555817726,1.818915609,1.990519146,1.890684084,1.740219092,1.339835729,1.217823458,1.250025497,1.284796155,1.333689155,1.474566613,1.514551699,1.532605614,1.326124551,1.310340092,1.251644839,1.224837883,1.301241746,1.396509438,1.443852391,1.324748865,1.290360035,1.338506756,1.383806998,1.401603832,1.243220765,1.32737745,1.326606417,1.312339132,1.319340142,1.354256639,1.18443512,1.217846576,1.214414615,1.149088972,1.144433296,1.187536437,1.173793483,1.11159531,1.086759173,1.010443012
"Congo, Dem. Rep.",COD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.91e-05,3.91e-05,3.91e-05,3.91e-05,3.91e-05,3.91e-05,4.31e-05,4.31e-05,4.22e-05,4.17e-05,5.52e-05,4.86e-05,4.03e-05,3.49e-05,5.27e-05,4.53e-05,3.36e-05,3.49e-05,3.27e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,5.226085685,5.226085685,5.226085685,1.546801091,1.410851124,0.428454161,1.158150664,0.220260773,0.220260773,0.220260773,0.880645711,1.336604385,1.380795458,1.434633855,1.254075528,0.808542544,0.656239765,0.851731339,0.92410908,1.134550276,1.146177977,0.95024714,1.295639749,1.066108209,0.770467136,0.623912515,0.708059013,0.749453965
"Congo, Rep.",COG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.860402685,4.600243013,3.52967033,4.220272904,4.240875912,4.497493734,4.73183391,4.953219593,4.3197176,4.393713163,3.365982242,3.187096179,3.345045678,3.345045678,2.253103808,2.575195715,2.575195715,4.374167391,4.374167391,4.374167391,4.374167391,4.374167391,4.287556415,4.077874244,4.077874244,4.077874244,4.077874244,4.077874244,4.077874244,4.077874244,4.077874244,1.948493873,2.341203858,2.682498277,2.673874094,1.657893917,1.637114728,2.260495005,2.041300007,2.041300007,1.778276155,1.778276155,1.778276155,2.61779522,5.007370687,5.007370687,6.44878239,4.209375353,2.50811728,2.748296599,3.384330555
Colombia,COL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.884323476,2.143256303,3.099415205,3.515140376,3.180803571,3.190946922,3.165244797,3.117364563,2.385372481,2.054924157,2.259546584,3.374174097,1.967195823,1.690245106,1.575780135,1.740268075,1.493602871,1.438487214,1.55031941,1.67392877,1.830121649,1.755120362,1.713850959,2.219937527,2.325894964,2.054016609,1.944619591,1.983135416,2.199244755,2.188183807,1.8601593,1.853481783,2.106677943,2.525267018,2.508407013,2.831626581,4.445393254,2.801787886,3.440985742,3.762742058,3.031683539,3.323872819,3.417127624,3.463988691,3.465015174,3.352873388,3.276130639,3.266739663,3.744606437,3.885353868,3.642755602,3.081613642,3.158960235,3.274401004,3.108258848,3.109960084,3.071131026,3.209062437,3.062105511,3.140733964,3.375763519
Cabo Verde,CPV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.792398965,2.463444386,2.335531481,2.103676174,1.913885606,1.913885606,1.913885606,1.913885606,0.992592471,0.756580531,0.838878589,1.265080851,0.84417531,0.831007455,0.858540442,0.838543201,1.154025913,0.753615197,0.66548029,0.648753559,0.630978438,0.649497233,0.564741208,0.524703169,0.601269382,0.490877611,0.495061947,0.523241061,0.555765135,0.530303913,0.540807447,0.558982326,0.61182693,0.53085719,0.542008419,0.488213087,0.590190723
Caribbean small states,CSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.317649806,1.071512065,1.071512065,1.071512065,1.071512065,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943,0.983419943
Cuba,CUB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.380960052,3.326856112,3.084505001,3.937599978,3.512728781,3.536004761,3.083791445,3.072187925,2.872403239,2.876207372,2.876207372,2.876207372
Cyprus,CYP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.270291696,1.577157899,5.391477698,5.700256029,5.369355098,7.374035613,7.264776122,9.129286044,4.074952605,4.023989196,3.041034215,4.524714829,5.57391077,4.676317946,2.73385097,2.822090151,3.153222159,2.130160735,1.985163124,1.955769162,2.037469743,1.899997863,1.684599658,1.629704944,1.816819508,1.857807744,1.742662349,1.659398696,1.611061582,1.547260522,1.653213363,1.410825734,1.583111306,1.780485709,1.609466806,1.778940478
Czech Republic,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.330404066,2.283400858,1.843622773,1.731904688,1.662045791,1.82593182,1.859069923,1.877356956,1.751249558,1.824406968,1.892764044,1.713703173,1.790083772,1.575906158,1.430914735,1.232471567,1.310564143,1.194772181,1.077836499,1.063216817,1.01508372,0.966227818,0.946582096,0.996128103,0.956655422,1.08885095,1.160877615,1.354845043
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.769862862,3.739906276,4.49596722,4.899283975,4.38429972,4.091072451,3.909296838,4.077676294,3.40638729,3.398622894,3.012630644,3.060213562,3.167507566,3.159617333,3.26114133,3.283216161,3.135566594,3.038293711,3.049444552,2.964182383,2.96134976,3.041879689,3.034295629,3.026973941,2.926224662,2.867379484,2.790328567,2.772299026,2.64090993,2.532430534,2.518432707,1.997834988,1.860479941,1.693538323,1.550276433,1.495022014,1.46585846,1.409301733,1.390894786,1.395074355,1.358883033,1.323438303,1.327958121,1.316924865,1.268957396,1.065629701,1.199302958,1.172471765,1.209034004,1.310604073,1.266826626,1.206150336,1.241677479,1.185257901,1.149941997,1.137338427,1.149654485,1.154049407,1.171816792,1.269146867,1.399730368
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.020942408,0.01750547,0.535539602,1.415326001,7.485064011,7.659693166,7.659693166,7.659693166,7.659693166,7.659693166,7.659693166,7.659693166,7.659693166,6.650884508,6.760028054,6.158737241,5.757444699,5.791646029,5.080478793,5.474986078,5.65087454,5.478089713,5.069101191,5.069101191,5.069101191,5.069101191,5.607179054,6.328690626,6.441955821,4.071943588,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066,3.688071066
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.728877556,2.586811645,3.018273104,3.041523894,2.842914471,2.832137733,2.636749699,2.588210924,2.67593415,2.391607631,2.429119966,2.362222189,2.179973346,1.975807583,2.234843932,2.397249542,2.204203185,2.216303129,2.271821195,2.251527372,2.363092523,2.438666392,2.419895025,2.364742876,2.235470726,2.104672107,1.944819237,2.031647483,2.087470632,2.024220137,1.950757035,1.95468015,1.889377285,1.90719767,1.770109883,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.423704234,1.31148864,1.377492183,1.307247052,1.355004524,1.350178625,1.398621787,1.313531285,1.351818973,1.227252,1.149273286,1.111446012,1.147637617,1.138233254,1.277402227,1.301454919,1.442268139
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.231525748,5.229793978,4.319654428,3.865213082,3.783495059,4.212070411,3.462719911,3.191868759,3.245171394,2.64782447,2.416694716,2.196219622,1.987521385,1.791273937,1.965065502,1.831013309,1.928381627,1.885723006,2.17556607,2.182294319,1.583543216,1.720128253,1.582040078,1.366505433,1.198895981,1.210052351,1.344154055,1.018139942,0.880047488,0.800367985,0.675729388,0.348155032,0.559086816,0.755070036,0.733765624,0.549477868,0.63365161,0.796926407,0.780062374,0.816243888,1.030096472,1.213496052,1.058919211,0.764145027,0.687618052,0.766536372,0.683423361,0.627619057,0.699861657,0.66746117,0.667531705,0.60292806,0.653151462,0.611824773,0.651437856,0.643674978,0.634030553,0.666063444,0.69399111,0.689583104,0.750479965
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.511485452,2.511485452,2.511485452,2.511485452,3.496453901,3.418635171,3.512593601,3.019100431,2.614727855,2.386867358,2.130539184,2.087585034,1.795843966,1.688161994,1.957668149,2.131094293,2.701721228,2.241950459,2.375228938,2.138695866,2.102063296,1.818048875,2.063097441,1.951213252,1.755124007,1.643706897,1.787213666,1.856376277,1.749698749,1.540123779,1.461070586,1.210834059,2.14013213,2.505631577,3.146430012,2.935027107,3.094088396,3.637403468,3.965673788,3.755079983,3.433385635,3.820695463,3.700829359,3.251210893,3.283884523,2.83417835,2.643807548,2.923321027,3.024747141,3.848513698,3.518012609,4.325706359,4.46107862,4.844508917,5.548483336,6.270242856,6.384928983,5.924383327,5.467824356,6.021045994,6.659993727
East Asia & Pacific (excluding high income),EAP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.375161219,2.345783473,2.277681838,2.325250132,1.989374834,1.878724761,1.818468442,1.7561317,1.71904318,1.629660119,1.749032401,1.669870907,1.793476329,1.846957235,1.834659515,1.769148242,1.689815608,1.674768861,1.620450276,1.597148151,1.749024942,1.600936741,1.548831512,1.590770966,1.629493653,1.645329494,1.683767571,1.687369425,1.665442722,1.638269069,1.620405478,1.662531398
Early-demographic dividend,EAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.333319477,2.244667261,2.660992943,2.908841895,2.825279839,3.075079457,2.962165969,3.152379234,3.33964902,3.506713754,3.285054106,3.340080103,3.269621684,3.038155836,3.296659256,4.097594353,4.421904204,5.497066489,5.336773462,4.678454781,4.217008945,4.499720822,5.182082199,4.900314428,4.844228056,4.512203081,3.743118978,4.343903954,3.868869851,3.554244507,3.279698327,3.115476142,2.877324858,2.705070993,2.543330488,2.779793343,2.662474845,2.783511482,2.870095595,2.715428865,2.585931432,2.583981988,2.549815913,2.511282861,2.431892231,2.374531339,2.282940803,2.29171087,2.262307941,2.568066735,2.360959942,2.19876158,2.28684782,2.39471083,2.537079874,2.642204593,2.443210327,2.460849308,2.432595773,2.314772312,2.50739801
East Asia & Pacific,EAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.57497354,1.57497354,1.57497354,1.57497354,1.57497354,1.57497354,1.57497354,1.652191619,1.603186536,1.504972753,1.401555323,1.442060459,1.380920583,1.254650605,1.426030273,1.465070194,1.67070794,1.681658343,1.589396871,1.662273235,1.753958876,1.776663131,1.864001095,1.77681757,1.733839043,1.724110311,1.536334267,1.513518045,1.480556201,1.589486597,1.605046859,1.564226433,1.57270415,1.493343156,1.433578026,1.397958331,1.431596087,1.442680306,1.40759199,1.407662565,1.358440955,1.423690252,1.460249534,1.460334718,1.440806997,1.454031281,1.480607489,1.481465596,1.476245587,1.576449384,1.492174978,1.477425922,1.495954003,1.543415178,1.583077785,1.626586304,1.613979194,1.602814708,1.591406498,1.588516852,1.655775274
Europe & Central Asia (excluding high income),ECA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.900313297,3.82453187,4.298151312,3.937605205,3.672784405,3.589228558,3.691572611,3.691572611,3.691572611,3.691572611,3.691572611,3.691572611,4.162991121,3.604169295,3.933126726,3.447378741,3.500017996,3.703791284,2.787960406,3.203667223,3.198610003,3.239327791,3.410942961,3.195649455,2.830189449,2.747511464,2.722921779,2.658082303,2.661399853,3.0861361,2.850259046,2.763198119,2.927820805,2.979330787,3.101229967,3.34209279,3.622176561,3.125788121,3.002946179,3.202395896,3.440653381
Europe & Central Asia,ECS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.602487214,4.512745364,4.506838907,4.314809005,4.197638813,4.081483722,3.998736479,3.937914439,3.788558586,3.515358842,3.246270067,3.234433689,3.264473981,3.108697506,3.1380784,3.247261393,3.139262564,3.116811773,3.068618826,3.033573874,3.039323454,3.120772724,3.211652911,3.178177437,3.12192491,3.071256521,2.930238648,2.890862478,2.76372832,2.676130994,2.607735414,2.475126358,2.444958111,2.327595764,2.242402998,2.045235187,2.022217557,2.017178588,1.905136122,1.883965161,1.862078403,1.832544574,1.854697576,1.84053324,1.799263351,1.73754659,1.732168387,1.706596137,1.731173909,1.833226784,1.775981206,1.728060518,1.771783113,1.737505102,1.704498373,1.684512731,1.703921775,1.651909195,1.639835422,1.703213374,1.873558186
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.376236784,2.046766984,2.045453783,1.765212311,1.909954013,2.069565217,1.824221519,1.804423333,1.923973498,2.370616301,1.833689718,1.85402517,1.990023208,1.976570409,2.015889956,2.366808985,2.200687668,3.080372169,2.142726489,1.987493749,1.781224699,1.677840318,1.654002831,1.57477835,1.485232327,1.779738554,1.837386828,1.966316149,1.977626848,1.923989193,1.890323788,1.778360165,1.667206599,1.821421501,1.559343468,2.34132011,1.950397527,2.104171235,2.357234865,1.751925046,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.875890683,2.739230809,2.616074159,2.5147668,2.361263384,2.351887153,2.233801969,2.410351528
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.67547918,6.67547918,6.67547918,8.664688427,10.32838983,10.11743451,8.718268831,8.907698509,11.13304382,14.33605341,15.98788287,17.18701218,13.56453029,13.51351351,17.27424351,15.43184609,13.72689611,13.11205847,9.940713483,6.468937876,6.160310278,7.416909621,7.188960605,7.958673933,8.26523207,7.856933059,7.498130566,6.528742771,5.060876623,3.968098958,3.467699536,3.611744704,3.215500632,3.097736992,3.153934651,3.082036234,2.97481187,2.841485218,2.659383291,2.569767478,2.55126514,2.98556856,3.278454797,3.17728527,2.877531237,2.714220407,2.606218603,2.379634675,2.180785485,2.032645043,1.952967042,1.837025559,1.648175793,1.610056977,1.689694836,1.723147428,1.666605152,1.4220317,1.249966196,1.180971797,1.224172373
Euro area,EMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.820795281,3.734845095,3.750789815,3.551720294,3.46812304,3.33717014,3.367270341,3.337247246,3.30129783,3.047933966,2.856607107,2.860600432,2.909236134,2.819130248,2.848934094,2.884660045,2.810277014,2.821718904,2.800086743,2.769195503,2.72618257,2.808275247,2.847860752,2.825523685,2.757583976,2.702946304,2.6329631,2.641363197,2.53407162,2.433335546,2.365934944,2.174896539,2.065448685,1.99708441,1.913517318,1.785229903,1.771230764,1.73520807,1.69471345,1.675373527,1.643462526,1.59646632,1.581384093,1.580797895,1.565999393,1.476166843,1.478013903,1.435096466,1.471199769,1.561460826,1.488649371,1.4267953,1.422810545,1.37377431,1.332453089,1.309325237,1.334866031,1.338302496,1.341846352,1.36989905,1.535952663
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,21.32911392,12.71594203,19.53911241,20.34481906,11.86041497,32.49706661,34.37776845,32.65567119,22.13679156,20.67187836,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531,20.86574531
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.250747022,2.031244826,2.267745892,1.96963292,1.930558573,1.884866825,2.07961936,1.851956944,2.297672519,2.434167534,2.286616226,2.107971746,2.317782098,2.110741725,2.207563937,2.004262233,2.321046932,2.314232663,2.357957301,2.497064901,2.489895785,2.582108745,2.660306746,2.9362729,2.966005504,2.954721708,2.62503668,2.614700689,2.489375217,2.359675142,2.293305209,2.129192231,2.042803676,2.011871737,2.001337402,1.917022395,1.814439016,1.722815679,1.757319949,1.755234589,1.725517988,1.629584033,1.455973702,1.422544393,1.43022118,1.387177754,1.370007461,1.363106312,1.367620485,1.358353837,1.387378124,1.331876555,1.423637303,1.272770663,1.254459104,1.270823783,1.13772804,1.230690776,1.253935882,1.233438734,1.402053417
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,0.761751961,1.041630274,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.450919932,1.388422436,1.657582134,1.765049691,1.78893839,1.686470067,1.664010243,1.88357958,1.896666618,1.912785931,2.011335173,2.051844371,2.007733521,2.008665863,2.024018821,2.307487386
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.855877617,1.855877617,1.932190329,2.428366762,2.921584479,3.229935251,3.107199084,2.48622497,2.195616369,2.020664553,1.883109803,1.906071504,1.936410256,1.925554082,2.794582393,4.492062115,4.131722525,3.967780853,4.810902452,6.886588009,8.708582133,7.536958032,7.539018428,7.179617834,7.969148162,6.823904199,6.697237569,6.855673685,8.50143611,10.27664846,9.657969809,5.705131545,3.441708349,3.071688351,2.868438702,2.225616054,2.117138489,3.343177478,7.276936149,9.506942683,7.613843906,4.349020778,3.719388099,3.238842734,3.072650407,2.761551436,2.266537384,1.86327402,1.489809217,1.184802596,1.133586485,1.090707444,0.86836209,0.806417117,0.768411101,0.705413868,0.695462177,0.666369217,0.63901528,0.587739944,0.481146129
European Union,EUU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.816865015,3.733580096,3.760585185,3.586677959,3.501687989,3.385991327,3.380935723,3.332367295,3.293502287,3.056696709,2.873681871,2.877617812,2.917143854,2.820256987,2.851254351,2.882550042,2.804483138,2.819758708,2.801986069,2.77177743,2.726882464,2.806555047,2.838342124,2.811099997,2.741370447,2.686938155,2.61406392,2.637855724,2.539619002,2.45582232,2.385954972,2.195511689,2.088051847,2.019689855,1.935600092,1.821514549,1.803956805,1.77339316,1.729836459,1.699473615,1.662077977,1.618517207,1.602522412,1.596689144,1.571729196,1.492323836,1.487433884,1.446591698,1.464724618,1.542966787,1.478014886,1.415554746,1.413015158,1.365795202,1.33342984,1.319685378,1.334564941,1.339715647,1.357822021,1.394101477,1.562282148
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.115849472,2.422111266,3.169806201,3.169806201,2.847000074,2.738258398,2.038368033,3.898018483,4.676450369,5.164863886,4.094346094,3.787502395,4.167998694,4.263040579,4.377544809,5.567378587,4.999346022,4.824709229,4.502975437,4.163507625,4.141048278,4.121449435,3.368432069,3.819973198,3.946516826,3.480466037,3.859089758,3.859089758,3.859089758,3.859089758,3.859089758,3.859089758,3.859089758,2.738251987,3.058265644,2.74932733,2.56716033,2.834732629,2.927791326,2.941579567,2.702465159,2.643489033,2.643107276,2.608658799,2.424200972,2.255202717,2.081485656,2.1134074,2.023148368,2.128814022,1.856062803,1.43864747,1.597286619,1.977039207,1.985646831,2.071806101,1.884835908,2.019168122,1.70006839,1.759612399,1.915584641
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.769041048,1.83618152,2.513178309,1.927141787,1.859273032,1.797340383,1.713951314,1.615521153,1.7550744,1.437477698,1.375854017,1.449046875,1.530845544,1.45370204,1.270178667,1.50815982,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.446857263,1.470163565,1.467190429,1.444766675,1.290887944,1.394917394,1.560742356,1.49175816,1.489408984,1.526584659,1.533860935,1.451930187,1.449960972,1.419652626,1.353498604,1.362212408,1.347711136,1.530450942
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.187695516,0.21708353,0.248851455,0.218740763,0.242222222,0.300497866,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.154967799,1.241420841,1.222607935,1.133157925,1.043961754,1.969527484,2.052015089,2.270106632,2.10875526,2.166788254,1.840414107,1.808559319,1.702637273,1.62578739,1.424246345,1.364959581,1.259188866,1.131806343,1.756243418,1.82458369,1.548566731,1.486500874,1.583875953,1.323594614,1.608599017,2.048919969,1.404043353,1.649252196,1.481749226,1.486616149,1.376357542,1.280181514,1.53976765,0.910146352,1.103793033,1.404844224,1.467606861,1.464098153,1.75011439
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.428485885,5.295607539,5.15887135,4.740085717,4.540250267,4.395319514,4.290103274,4.295245947,4.136846038,3.679751727,3.458557717,3.316093048,3.23030459,3.143719205,3.086440581,3.197145464,3.156139584,3.23156861,3.151487314,3.139395443,3.155205085,3.24613261,3.223839134,3.237131775,3.187369251,3.143932802,3.085765016,3.120451605,2.963180609,2.879935312,2.805267627,2.812136438,2.690660711,2.689534806,2.66037496,2.492496189,2.414473951,2.375409653,2.226208307,2.17784297,2.085018245,2.03069529,2.04625799,2.095680413,2.104350835,2.023706919,1.9750983,1.907528634,1.897075896,2.098147335,1.969419353,1.891406214,1.8710806,1.849875918,1.862961439,1.872258281,1.917282368,1.908642012,1.845053399,1.845491196,2.073321427
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.107784431,1.107784431,1.107784431,1.107784431,1.107784431,1.107784431,1.107784431,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,1.029701536,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,3.995927717,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,1.28261921,1.28261921,1.28261921,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.185025608,1.447542623,1.810489535,1.548722767,1.580901717,1.762374355
